episode_id,return,cost,peak_load
108,-2589.827780,47.392920,52.303300
109,-2554.212966,35.812147,34.746968
110,-2921.854729,44.168848,34.348193
111,-2320.788971,37.765374,44.369458
112,-2140.882694,43.182240,38.503600
113,-2670.028957,37.569711,48.450100
114,-2646.069939,27.599380,38.659550
115,-2413.527871,26.039897,29.542700
116,-2321.683577,42.709301,40.500000
117,-2907.939383,30.610854,31.966871
118,-2685.059206,41.335753,34.769170
119,-2652.275016,43.686171,34.704200
120,-2618.795082,35.305875,34.747800
121,-2470.561211,24.804140,38.221063
122,-2488.985267,20.430814,30.577193
123,-2770.467521,48.078957,44.598800
124,-2408.379841,33.751000,40.489900
125,-2575.238636,41.625165,39.176100
126,-3057.362149,36.624859,34.492000
127,-2549.301621,42.195099,31.651950
128,-2841.428040,39.929200,34.826900
129,-2550.940973,25.296481,34.250700
130,-2631.227298,35.892092,46.000000
131,-2580.215540,41.862897,34.242025
132,-2878.240712,39.170138,36.689000
133,-2885.445772,40.842185,35.113200
134,-2865.490527,38.335515,37.975800
135,-2576.800012,26.496404,52.500500
136,-2771.301135,20.728969,37.257323
137,-1959.587899,35.745272,29.355100
138,-2764.396953,53.404336,41.731200
139,-2187.819382,33.086679,33.985318
140,-2415.392978,42.775835,32.671200
141,-2848.842608,43.449763,36.761100
142,-2936.220033,41.815822,42.403400
143,-2613.583593,36.114228,31.799700
144,-2748.707527,40.576025,34.300000
145,-2305.023135,32.685389,34.470200
146,-2948.819258,41.373492,42.075500
147,-2534.934984,37.308658,41.464800
148,-3048.529179,36.700392,33.026100
149,-2698.511328,41.769758,33.845000
150,-2339.134053,21.145950,31.876276
151,-2565.742828,35.991545,33.529600
152,-2501.503096,30.787153,38.119900
153,-2603.715227,57.661370,51.656600
154,-2045.555505,35.279990,42.585000
155,-2782.930503,46.747171,43.090000
156,-2709.233078,29.890844,37.603616
157,-2280.184378,45.361405,37.359200
158,-2673.370714,36.716823,30.600000
159,-3012.051952,32.854132,39.480500
160,-2187.918786,39.424729,38.569100
161,-2776.423603,41.973072,40.818048
162,-2858.570577,36.372671,34.273619
163,-2573.600511,45.031186,39.522266
164,-2852.060867,41.679465,37.123850
165,-2697.063715,34.074485,34.263436
166,-2338.367316,38.215780,41.008200
167,-2526.309081,36.733159,32.168600
168,-2804.468044,38.556563,32.239100
169,-2548.362057,35.894535,36.059900
170,-2296.160136,44.718163,46.293200
171,-2189.639576,26.591882,30.906700
172,-2573.292134,36.645128,32.100000
173,-2484.707732,36.071869,30.223700
174,-2898.053792,37.979576,32.610400
175,-2778.537178,40.355852,35.274300
176,-2668.882649,38.074333,28.497200
177,-2569.880083,26.760926,34.755600
178,-2279.302436,43.913418,32.358010
179,-2570.565892,37.721376,28.339250
180,-2602.126313,31.324775,34.967000
181,-3148.081703,35.558426,40.739500
182,-2953.241068,34.811296,35.874427
183,-3074.639735,60.867440,49.000400
184,-2767.313874,20.340438,35.519012
185,-2506.610771,41.413944,40.981982
186,-2346.058491,34.211926,33.539421
187,-2859.714893,40.176348,47.700400
188,-3247.427312,41.025491,36.043217
189,-2662.130343,38.445375,41.852129
190,-3447.019271,41.391243,37.358300
191,-2676.718740,37.937916,36.821700
192,-2497.265639,21.083103,32.789400
193,-3341.225477,35.865335,40.469529
194,-2779.284144,41.014960,28.720300
195,-2293.235392,31.185007,27.963600
196,-2709.122260,37.104020,32.129256
197,-2622.104657,38.985486,44.554020
198,-3310.012329,51.883104,55.001300
199,-2912.842274,21.357395,35.598500
200,-2519.629350,34.463410,29.900000
201,-2695.412075,29.700199,33.803700
202,-2519.830738,36.075499,32.467600
203,-3007.331451,48.819161,45.490300
204,-2805.425726,40.483651,33.666200
205,-3081.942695,25.056657,32.131200
206,-2228.404841,39.464338,37.206000
207,-2366.182057,37.220300,29.997784
208,-3091.468783,39.827693,32.388400
209,-2814.608698,43.149444,35.804900
210,-3323.366242,32.501773,30.595666
211,-2757.209604,33.805748,32.239600
212,-2355.553693,22.740081,35.070000
213,-2979.927917,46.902514,40.503300
214,-2236.749421,31.745739,29.400000
215,-2803.409950,40.393245,34.696800
216,-2436.973396,34.819914,27.437428
217,-2747.603721,41.903593,35.795610
218,-2771.394577,34.983003,32.422700
219,-2987.119658,29.646365,46.156200
220,-2677.512645,23.951855,31.127800
221,-2788.012319,34.043478,28.400000
222,-2937.632850,28.719243,30.453200
223,-2745.467742,41.023913,34.908100
224,-2676.480193,45.341878,35.150300
225,-3001.685950,30.768757,30.547826
226,-3744.745656,23.716136,38.098900
227,-2505.249222,20.590220,29.556200
228,-2742.721601,49.315780,36.155994
229,-2285.463777,34.064116,33.013070
230,-2926.415536,37.808437,32.568800
231,-3179.444200,32.554721,30.078277
232,-2370.732001,41.943861,36.868900
233,-2917.687776,37.719415,28.330900
234,-2750.946755,22.083314,39.854300
235,-2483.504198,35.344209,26.900000
236,-2785.702237,39.872077,32.656200
237,-2837.510232,34.332439,26.745800
238,-3055.339667,37.987489,28.974600
239,-2915.919097,37.245906,33.849050
240,-3003.446759,27.762663,56.921900
241,-2678.500544,14.961474,26.311484
242,-2263.554961,32.035541,26.778392
243,-2571.069866,49.006467,37.236097
244,-2964.743482,31.738949,30.661000
245,-3147.135863,43.358482,39.956100
246,-3346.410991,39.833299,35.085400
247,-3163.625886,41.577873,37.638700
248,-2835.944151,34.740061,31.944400
249,-2912.953463,34.543845,30.117388
250,-2615.984020,29.948802,30.870200
251,-2997.215290,42.267400,36.746496
252,-3041.271382,32.397122,31.679439
253,-2633.097847,38.464363,34.745010
254,-3264.558238,37.852164,34.975700
255,-2813.076343,18.198600,35.079600
256,-2452.482001,32.652462,31.600000
257,-2892.493429,29.032447,39.919900
258,-3070.187562,52.461753,40.270100
259,-2934.182239,36.064936,31.952000
260,-3085.703536,40.988170,33.202200
261,-3068.768243,25.121160,34.061100
262,-2884.966560,38.271174,33.422500
263,-2634.898174,31.766446,33.500000
264,-2690.748891,27.135291,29.863000
265,-2914.877993,35.114654,34.269100
266,-3054.659856,35.787162,31.901000
267,-3005.322809,29.845845,28.107350
268,-2986.784370,39.676254,34.687573
269,-2749.973304,38.621065,33.723200
270,-3092.202983,29.222605,33.700000
271,-2950.653968,30.007080,27.855700
272,-3049.959439,33.727355,32.112100
273,-3197.769259,32.336421,29.153000
274,-3346.080676,30.969080,34.330348
275,-4018.502493,36.388440,35.055395
276,-2717.270924,20.677756,31.594400
277,-2421.936338,34.111671,30.600000
278,-2892.709330,34.394669,32.291300
279,-2719.334442,32.052284,30.040100
280,-2956.031044,36.254583,31.674300
281,-2601.624034,33.441728,32.629500
282,-3172.709692,19.187522,25.469800
283,-2618.911082,40.259140,29.540650
284,-2900.937378,31.886163,29.000000
285,-2632.851264,30.211723,33.116700
286,-3656.553277,29.614775,35.223772
287,-3003.761421,33.306963,35.598200
288,-2970.367731,49.816903,41.474100
289,-2764.170628,20.615016,38.736538
290,-2605.409148,34.040609,33.460500
291,-2702.429051,30.980732,24.956510
292,-3208.329324,37.388246,37.128500
293,-3011.870327,33.493938,34.653700
294,-3259.230518,35.224183,34.608098
295,-3541.182580,33.334668,37.274472
296,-2668.249969,35.392794,33.494700
297,-2827.875499,15.278237,28.830700
298,-2822.126831,33.116169,30.900000
299,-3181.418908,35.307369,28.482740
300,-3130.795100,27.794180,27.408400
301,-3330.177641,32.447964,37.010000
302,-3253.495597,31.394796,33.400297
303,-3007.280711,45.557576,39.962300
304,-2480.453372,11.322695,24.997400
305,-2823.734446,30.888679,32.100000
306,-3179.617501,25.061463,31.869400
307,-3296.077704,33.275947,27.046596
308,-3389.860368,42.418052,32.320413
309,-3133.160289,37.027339,30.290200
310,-2685.657211,17.687017,30.559500
311,-2533.592412,34.309933,29.987900
312,-3339.968211,29.731009,28.400000
313,-3133.483930,36.294005,36.950300
314,-3256.225689,35.869286,36.867946
315,-2796.927062,27.493190,29.884058
316,-3340.850659,24.776909,29.666300
317,-3052.482019,14.239409,32.727400
318,-3137.426398,42.302840,37.749000
319,-2520.040569,27.289693,30.700000
320,-3294.740025,36.215342,32.046000
321,-3217.089978,28.253323,26.502900
322,-2564.689463,35.074782,36.759300
323,-3955.866429,25.210150,32.750557
324,-2972.348129,23.365498,34.791700
325,-2836.686224,20.557217,33.863500
326,-2710.475721,29.882034,27.700000
327,-2891.972692,21.277502,31.842900
328,-2922.442102,31.860879,21.317319
329,-3085.512126,35.420500,27.006000
330,-3480.241750,23.876330,27.255300
331,-3603.292158,13.956654,27.376954
332,-3281.552239,12.786845,26.141500
333,-3172.120881,41.371039,42.079300
334,-3606.154493,26.766536,26.672600
335,-3287.212733,32.533151,26.368800
336,-3162.425776,27.789381,33.062900
337,-3307.504008,34.688450,33.151950
338,-3775.547413,28.628512,29.033500
339,-2763.215832,18.779600,32.786100
340,-3236.184640,27.772213,26.900000
341,-3318.793852,31.871901,36.517600
342,-3646.580196,26.825228,30.086000
343,-3505.783926,35.477255,32.114000
344,-3169.615021,33.736272,32.680100
345,-3226.128190,23.381140,45.284518
346,-2548.370204,12.291444,26.816829
347,-3109.292608,24.660953,27.900000
348,-3067.953466,46.578477,31.177100
349,-3710.752501,25.534353,29.479100
350,-3914.368908,33.101466,30.981000
351,-3509.944896,34.109298,30.462800
352,-3470.323776,35.404982,32.745100
353,-2945.127726,28.589159,24.844400
354,-2507.420957,27.511214,32.200000
355,-3093.667331,25.484098,28.723090
356,-3589.479685,34.236810,30.457550
357,-3041.879777,26.771057,27.701000
358,-3523.352492,31.073161,30.093266
359,-3136.524751,35.820881,25.965000
360,-3019.644700,13.084801,30.979300
361,-3236.800924,26.500784,32.300000
362,-3069.266426,23.978845,32.819900
363,-3392.475134,47.618911,33.000300
364,-2993.780430,28.170510,34.485000
365,-3718.969181,30.910270,24.764600
366,-3352.170202,20.450491,27.315500
367,-3224.795550,29.922337,30.461800
368,-3382.251802,29.293172,23.900000
369,-3196.578626,20.827526,33.752700
370,-3447.928837,31.165549,33.569100
371,-3354.314745,29.373068,32.774000
372,-3527.337832,23.268895,36.626000
373,-3808.972564,31.036184,34.437000
374,-3277.246027,29.696395,36.284900
375,-3205.125159,22.603211,31.500000
376,-3236.212730,23.455280,30.208200
377,-3397.761280,27.057445,28.177700
378,-3790.512998,23.475920,32.453000
379,-3979.333498,22.249511,27.231493
380,-3643.831075,30.652588,34.900000
381,-3555.269855,13.928550,33.108300
382,-3082.370145,24.356251,23.900000
383,-4368.358433,26.684092,30.025600
384,-4137.380972,24.082994,29.416400
385,-4045.094417,24.887315,31.139800
386,-3603.666989,26.970392,27.997200
387,-3484.445091,15.997488,32.955600
388,-3019.206537,34.304401,28.293400
389,-3095.574369,25.362282,30.700000
390,-3746.142743,20.289604,29.531900
391,-3932.024441,23.931838,32.061700
392,-4079.162803,23.649181,30.082000
393,-3481.159775,45.886140,31.387200
394,-4160.749523,11.090936,30.531500
395,-3567.993192,28.531182,29.476000
396,-3855.705194,23.988673,30.200000
397,-4009.574236,29.142327,25.276400
398,-3983.239298,27.699065,32.406400
399,-4024.307529,28.517179,28.241700
400,-3710.656777,25.761762,28.845700
401,-3913.926260,25.142432,35.794700
402,-3179.465609,7.828724,27.945400
403,-3227.570083,24.104917,27.800000
404,-4054.304037,27.491058,31.964200
405,-3642.429227,19.827491,24.657300
406,-4132.550589,23.907527,31.710000
407,-4327.147497,21.578200,30.205600
408,-4074.056082,42.133966,30.606100
409,-3162.881416,8.462272,32.514800
410,-3666.817035,25.320742,21.400000
411,-3641.064210,16.992555,30.949500
412,-4168.867952,24.874396,29.015600
413,-4803.892186,36.573289,28.545000
414,-4042.083982,27.998778,31.159300
415,-4004.218495,10.597559,30.259500
416,-3793.900737,25.066929,26.106900
417,-3494.474033,21.386198,23.900000
418,-3835.367036,27.116299,30.513100
419,-3668.194282,27.606339,30.246100
420,-4255.797727,20.875177,29.485000
421,-4138.236881,23.941744,30.666300
422,-3943.665945,11.954665,29.581400
423,-3298.859869,37.716426,31.897300
424,-3375.476026,18.692752,25.400000
425,-4315.463152,32.767578,29.059700
426,-3947.856310,23.859225,30.999094
427,-3875.285800,31.438006,31.225200
428,-3895.285965,25.508109,26.957200
429,-3791.917074,18.770546,31.976100
430,-3681.006078,15.033505,27.397900
431,-3588.319118,24.032164,28.900000
432,-3744.042377,17.224899,27.212100
433,-4063.329435,27.143716,29.395600
434,-4185.140159,29.751126,31.306000
435,-3850.428089,21.376262,30.255300
436,-3712.383042,12.188871,30.662800
437,-3702.425359,10.684651,29.721300
438,-4131.260456,36.753956,28.509300
439,-4036.354274,23.175295,28.696600
440,-3908.019764,31.310849,28.668800
441,-3828.395641,23.740118,34.020000
442,-3632.735570,28.691038,31.033800
443,-3835.863218,26.414596,26.233500
444,-3734.165128,13.770787,28.786100
445,-4424.976625,22.282724,26.900000
446,-4358.746562,29.071685,30.657700
447,-4539.511658,22.770785,30.710500
448,-4142.425426,31.032382,30.614000
449,-4083.812155,31.857193,29.496200
450,-3997.067379,16.635741,39.391200
451,-3177.261611,7.488568,24.547800
452,-3137.327234,23.712350,23.900000
453,-3589.577997,41.399355,30.277700
454,-3726.156939,22.879705,29.579100
455,-3895.732634,31.870984,30.781000
456,-3916.876426,32.707520,33.303900
457,-3755.330835,33.213188,28.160550
458,-3349.375402,26.602226,29.444400
459,-3517.945611,27.362016,28.700000
460,-3880.167122,23.382581,29.975900
461,-4057.473479,30.162640,26.917750
462,-3817.985076,23.196401,34.201000
463,-3962.640225,28.695877,29.864800
464,-3461.322128,34.267425,29.965000
465,-3578.374346,10.378567,32.034000
466,-3122.841922,22.084919,29.700000
467,-3908.873868,19.281425,28.430900
468,-4380.633054,47.019229,36.600950
469,-4082.874550,24.564790,30.485000
470,-3911.743483,29.191318,28.564600
471,-3958.896615,16.337749,30.815500
472,-3546.533216,30.072007,28.161800
473,-3899.847872,23.185099,29.700000
474,-4131.579356,17.410829,25.563000
475,-4197.113558,26.399900,33.569100
476,-4264.104804,26.362056,30.274000
477,-3690.930900,20.422919,27.936000
478,-3617.907923,30.486177,29.737000
479,-3771.861171,29.077137,25.984900
480,-3670.851391,20.267421,26.900000
481,-4085.239702,24.705041,34.222700
482,-4328.957049,23.782618,22.377700
483,-4203.903246,26.071522,30.453000
484,-3900.242936,22.758879,29.965200
485,-3821.533387,32.002251,32.901800
486,-3423.156174,15.048244,31.196800
487,-3597.525646,25.649024,23.900000
488,-3829.617905,29.391785,28.025600
489,-3978.546535,25.933428,27.916400
490,-4314.623164,26.519528,32.830000
491,-3919.139620,27.457006,28.297200
492,-4226.915877,14.500160,31.414900
493,-3755.303470,33.530924,30.840650
494,-3688.836227,25.376884,26.400000
495,-4428.611070,21.027026,28.331900
496,-3900.847688,23.795882,30.561700
497,-4376.711383,23.290912,22.398200
498,-4250.734933,44.304624,34.809450
499,-4261.221349,10.340810,28.531500
500,-3881.418939,28.295665,30.276000
501,-3558.613640,25.074038,26.400000
502,-4121.825563,31.330258,34.035110
503,-4316.896288,26.819584,32.906400
504,-4151.681518,27.607434,25.678800
505,-4770.180348,26.260338,31.513500
506,-3997.180064,28.943520,26.978000
507,-3659.953151,11.252745,29.459100
508,-3417.823047,27.508995,26.400000
509,-3511.875015,29.979910,29.464200
510,-3623.767747,21.012683,26.556800
511,-4209.888113,23.411670,31.210000
512,-4154.452840,25.280760,30.915697
513,-3954.497241,39.521233,40.030000
514,-3399.089578,10.221296,26.298400
515,-3806.342349,25.175952,22.400000
516,-3658.789862,19.326506,28.003700
517,-4445.140504,24.597766,28.656800
518,-4434.172112,37.258963,31.345000
519,-4216.089859,30.103279,29.159300
520,-3698.819547,17.887521,34.258600
521,-3907.824312,27.820347,23.906900
522,-3996.191222,24.255449,26.400000
523,-4185.007897,28.816308,28.932800
524,-4509.865471,29.344530,27.052200
525,-4272.351861,22.553331,26.685000
526,-4557.994375,22.592646,29.894300
527,-4081.427179,14.468823,26.447600
528,-4041.798519,40.041611,37.949000
529,-3431.519505,22.564998,21.743100
530,-4361.383551,32.580655,31.018000
531,-4543.332635,24.980466,34.077200
532,-4550.530100,30.595026,36.479000
533,-4375.378411,26.792793,30.257200
534,-4408.083034,21.538377,32.919100
535,-3891.073755,16.953283,25.534777
536,-4061.578606,24.094512,21.800000
537,-4338.912420,18.914498,30.012100
538,-4889.231329,28.083177,25.477000
539,-4517.840942,32.321540,31.806000
540,-5121.130304,22.000241,29.755300
541,-4712.590911,12.848983,31.242700
542,-3661.376985,14.910307,30.184200
543,-4112.728176,38.395219,34.309300
544,-4616.864384,21.211775,30.148400
545,-4517.779830,29.272039,24.308300
546,-4136.550867,21.583370,32.020000
547,-4005.618060,28.852856,27.792200
548,-4382.688101,26.184463,29.727100
549,-4036.733376,16.456507,34.250700
550,-4443.294666,24.920005,29.200000
551,-4529.428184,24.713742,34.957700
552,-4772.110853,23.509462,32.374200
553,-4608.998735,26.442638,33.614000
554,-4878.524816,26.930149,32.380100
555,-4780.845159,16.911432,38.016751
556,-4538.774587,8.047514,32.347800
557,-4594.829729,24.483180,31.700000
558,-4561.555992,42.164119,33.077700
559,-4196.637681,24.274929,30.082700
560,-5193.072291,30.368812,33.281000
561,-4735.766607,30.987723,34.212700
562,-4648.763350,32.935182,32.400600
563,-4036.608354,26.979305,31.444500
564,-4321.582182,25.772725,31.700000
565,-4570.638881,24.176825,32.670200
566,-4472.190408,31.345316,32.269000
567,-4562.895529,23.852785,29.701000
568,-4886.441544,27.489672,29.144500
569,-5010.400036,31.363703,29.160850
570,-4181.378468,10.850991,29.566900
571,-4024.414155,22.221376,21.800000
572,-4614.420010,19.906718,24.733454
573,-4875.117592,44.687574,37.600950
574,-4878.521507,26.119996,38.285000
575,-4665.383076,31.026426,30.600700
576,-4481.067813,16.633229,32.761100
577,-4324.916380,28.031419,32.422500
578,-3862.335617,24.998793,32.700000
579,-4336.272288,18.961808,30.363000
580,-4679.035044,23.540381,39.369100
581,-4545.262157,25.172906,29.474000
582,-4340.660879,19.584071,29.136000
583,-4277.857183,31.286270,31.701544
584,-4450.479836,27.942417,26.920400
585,-4096.985066,19.440034,21.800000
586,-4149.000615,25.110587,26.222700
587,-4503.349942,22.433862,27.360900
588,-4509.355617,25.200746,29.153000
589,-4823.872459,22.004846,27.965200
590,-4444.383993,27.261286,30.321700
591,-4471.904674,14.838868,33.094400
592,-4075.452774,23.359722,19.100000
593,-4446.413041,26.030775,27.491300
594,-4506.396328,23.762385,22.816400
595,-4699.757898,22.667028,30.330000
596,-4066.969428,22.624306,31.771500
597,-4123.804750,14.386707,26.669800
598,-4138.631717,31.714414,28.493400
599,-4398.045521,21.566399,27.400000
600,-4283.194679,21.301650,26.831900
601,-4205.782272,21.656230,39.337500
602,-4453.329230,20.509032,30.582000
603,-3883.410315,40.662772,37.687200
604,-4339.493227,14.062308,30.909300
605,-3789.480880,30.251783,31.042000
606,-4288.497425,24.326418,26.400000
607,-4841.159944,28.173260,29.435187
608,-4432.438619,28.091080,27.853700
609,-4343.453707,25.396438,31.432000
610,-4525.980580,24.119605,33.345700
611,-4263.931096,27.402545,28.294700
612,-4451.586770,9.959531,26.445400
613,-3797.200229,23.853942,27.400000
614,-4225.886498,30.266081,27.850400
615,-4305.745798,22.179933,27.556800
616,-4094.684219,22.531078,26.632400
617,-4320.120075,25.180209,31.627700
618,-4214.785233,36.618864,33.968600
619,-3687.600140,8.532828,30.598400
620,-4040.673316,26.672761,29.200000
621,-4088.320577,23.516812,31.803700
622,-4462.929574,28.389774,28.956800
623,-4425.869288,39.427783,32.845000
624,-4374.357885,29.781929,31.509350
625,-4349.269069,17.241351,32.059500
626,-4164.885566,28.251143,31.196000
627,-4073.838528,24.819828,32.700000
628,-4007.782004,29.555109,30.719700
629,-4306.188425,31.016530,28.246100
630,-4356.263558,22.311505,32.985000
631,-4368.662201,21.647925,31.194300
632,-4397.957236,11.870688,30.581400
633,-3889.856357,33.520902,44.249000
634,-3976.893545,20.275444,32.700000
635,-4343.673354,32.483485,34.018000
636,-4576.891700,24.445757,34.937300
637,-4124.620645,32.949902,31.979000
638,-4347.062952,25.038965,33.257200
639,-4890.094882,17.713267,35.291700
640,-4500.952518,13.570431,31.812400
641,-4628.682907,24.767290,32.700000
642,-4301.580283,14.597022,33.012100
643,-4319.433964,25.979510,33.477000
644,-4531.435087,32.020019,34.806000
645,-4640.671794,19.120711,32.755300
646,-4308.910950,12.159184,31.742700
647,-4413.781443,12.423347,33.575800
648,-4734.649760,33.126407,38.262750
649,-4303.286568,22.149750,33.409285
650,-4385.637311,26.182980,31.408300
651,-4501.608667,18.018492,34.020000
652,-4091.412283,30.829002,30.492200
653,-4210.705029,25.724632,26.927100
654,-4122.198410,14.762046,37.250700
655,-4361.456196,25.525480,32.700000
656,-4273.390489,27.582688,33.457700
657,-4641.805989,24.708443,33.374200
658,-4288.832154,31.832897,28.114000
659,-4105.142797,30.901610,31.380100
660,-4543.346564,20.674381,39.679434
661,-4405.925317,6.245749,33.847800
662,-4292.927038,24.858102,37.700000
663,-4243.792875,40.492876,36.077700
664,-3932.115338,21.113348,32.582700
665,-3924.895967,29.758710,32.281000
666,-4323.872737,32.102616,33.212700
667,-4438.104977,29.160496,31.400600
668,-3983.696414,24.954140,34.444500
669,-4104.595636,25.295850,33.200000
670,-4148.720883,19.980365,29.170200
671,-3810.763271,28.455736,30.969000
672,-4483.451038,22.741646,31.201000
673,-4078.056360,27.975284,31.444500
674,-3921.379046,30.052491,31.460850
675,-4642.740330,10.563532,30.866900
676,-3726.173579,22.770245,33.200000
677,-4238.830770,19.316166,32.241100
678,-4168.917792,41.194312,35.600950
679,-4221.198218,22.402429,37.285000
680,-4288.253973,28.003926,29.502200
681,-4148.660320,19.205408,31.761100
682,-3802.690985,27.950558,32.031100
683,-4062.934795,22.932532,30.700000
684,-4295.797972,20.022322,31.363000
685,-4124.812926,26.679999,40.369100
686,-3885.018278,25.072786,31.774000
687,-3958.095324,23.236623,29.936000
688,-4033.094795,30.129280,34.046407
689,-3939.341378,26.245324,37.284900
690,-4018.561700,19.797187,30.700000
691,-3855.203585,23.150885,33.708200
692,-4174.617868,24.457096,34.977700
693,-3982.150790,26.030705,30.453000
694,-4141.129016,25.102175,30.931900
695,-4174.640097,30.569089,32.621700
696,-4118.987005,15.158333,34.394400
697,-4320.690912,23.486219,30.700000
698,-3878.251190,26.807256,30.791300
699,-4148.909158,25.484778,31.365000
700,-4156.148049,27.129492,31.330000
701,-3981.938857,28.569697,30.771500
702,-4089.611734,15.579498,34.269800
703,-4209.686755,32.698087,30.793400
704,-3794.745163,25.230189,29.700000
705,-3992.772517,20.328993,30.944700
706,-4392.773933,23.401485,33.837500
707,-4498.240996,24.366897,31.582000
708,-4098.464484,41.350099,43.687200
709,-4316.151872,13.045880,29.531500
710,-3590.715566,26.593168,30.776000
711,-4215.838892,21.548003,29.700000
712,-4032.690079,26.072746,30.421400
713,-4142.692029,23.105646,30.153700
714,-4182.516511,26.207300,31.432000
715,-4462.972781,23.676859,31.345700
716,-3952.028414,25.223453,31.278000
717,-4278.116335,9.875583,30.193900
718,-3923.934183,26.268720,29.700000
719,-4165.058962,30.602167,31.850400
720,-4003.383995,22.074503,30.856800
721,-4044.827845,23.219840,32.210000
722,-4111.022449,24.975105,34.127700
723,-4566.282031,36.083260,36.468600
724,-3889.478355,8.952088,31.098400
725,-4036.159615,24.013394,30.700000
726,-4015.970268,19.975085,31.803700
727,-3872.263466,26.151174,30.956800
728,-4182.496781,35.560466,32.845000
729,-4165.896963,29.549545,33.936458
730,-4091.522681,15.119706,35.359500
731,-3938.783943,26.092059,31.196000
732,-3805.516587,25.653903,29.700000
733,-3976.824054,30.392644,33.719700
734,-4119.434857,30.916986,33.352200
